Timestamp,Current_A,Voltage_V,Temperature_C,Power_W,Delta_V,Fault_Label
-1.7319930735041766,-1.1487483945678998,1.0856562766093716,-1.5201494807056497,-1.0021273739059826,0.0001994967841597,0
-1.7318776034502743,-1.1441778283475608,1.122786420550614,-1.520394408778878,-0.994029838428488,0.5636367377282696,0
-1.7317621333963724,-1.0861156945170565,1.1061899492748963,-1.5189292797399352,-0.936654492211024,-0.2516462811313896,0
-1.7316466633424703,-1.0978309101038048,1.2057582558900626,-1.5198881924577543,-0.9390184081342484,1.5111145111052573,0
-1.7315311932885682,-1.1159373331925508,1.1818310448528924,-1.519825898465049,-0.9597525731054646,-0.3628877509142298,0
-1.7314157232346663,-1.1554753678075518,1.2254242679051564,-1.520116780093523,-0.9959886419674584,0.661711753760532,0
-1.7313002531807642,-1.1078146873334795,1.1291169828815062,-1.5191929458374087,-0.9564938744578456,-1.461230629703192,0
-1.731184783126862,-1.1187566877281898,1.189353879305847,-1.5200990150207263,-0.961913066631601,0.914273807351754,0
-1.73106931307296,-1.0946141892589651,1.1470627531374322,-1.5195435179466643,-0.9413622918781404,-0.6415538851164614,0
-1.730953843019058,-1.113237312572254,1.166603320094816,-1.5186030171842575,-0.9584467787690506,0.2967209201961789,0
-1.7308383729651555,-1.0939246981549808,1.121172540068267,-1.5181613361057325,-0.9431430726359477,-0.689197059087126,0
-1.730722902911254,-1.100282863441997,1.171844857871094,-1.5178624163772043,-0.944759284361976,0.7691345965308,0
-1.7306074328573515,-1.1376737557512144,1.220621895119287,-1.5187611341877556,-0.978263875621874,0.7403743620376481,0
-1.7304919628034496,-1.136192273392894,1.1390426449100923,-1.519725872472771,-0.984395786190781,-1.237737736340934,0
-1.7303764927495475,-1.124993551542265,1.1694796655519717,-1.5206000910224586,-0.970142643853776,0.4620708797811628,0
-1.7302610226956454,-1.1097426327584683,1.097378717649539,-1.5207118583820656,-0.9614695587977508,-1.0939077391018277,0
-1.7301455526417435,-1.1126029685336485,1.127961216737016,-1.5208016020071902,-0.9614685152617402,0.4642784654596353,0
-1.7300300825878412,-1.113974170343098,1.2243961820066556,-1.5208153172970085,-0.9537158849571934,1.4635671273554949,0
-1.7299146125339393,-1.098351482138888,1.317021110877201,-1.5214436468329129,-0.9289084393088616,1.40575112750366,0
-1.729799142480037,-1.0723789196649407,1.21184724492367,-1.521220960284135,-0.9124686242387404,-1.5957779641720695,0
-1.729683672426135,-1.0715298340627,1.1427265013464505,-1.5213972498670494,-0.9183077791885966,-1.048684157283648,0
-1.7295682023722332,-1.0722338804712868,1.1876836982504304,-1.5218555976793209,-0.914663893228236,0.6824095906702664,0
-1.7294527323183309,-1.0811958906289771,1.1957462597501245,-1.520464480566754,-0.9230180989897584,0.1225461112631802,0
-1.729337262264429,-1.1058051096469623,1.2125781012211094,-1.5214221803470984,-0.9465019339199904,0.2556169369489476,0
-1.7292217922105266,-1.090219217112108,1.2561040881346586,-1.5220978822638696,-0.9264190710512896,0.6606914683409321,0
-1.7291063221566247,-1.0867585447536672,1.2114926394765049,-1.5212244128601142,-0.9271734996464542,-0.6767639856695263,0
-1.7289908521027226,-1.1126799312714737,1.2102668104137448,-1.5209255380232058,-0.9537355500802333,-0.0184020401795408,0
-1.7288753820488203,-1.1471824409534477,1.2520662353433678,-1.5207064532384258,-0.985040664430599,0.6344914804798525,0
-1.7287599119949186,-1.158850165268742,1.183860570000607,-1.5192573212320268,-1.003280467995764,-1.0347981579056926,0
-1.7286444419410163,-1.1215985561664328,1.2077045950639622,-1.519411190359775,-0.9630760135457,0.3620244257679795,0
-1.7285289718871144,-1.1242237739143408,1.2172255461182315,-1.5193997882020611,-0.9648558700667278,0.1446766741867191,0
-1.7284135018332123,-1.1108356235713506,1.2648952845696184,-1.519091361354712,-0.9466644179316582,0.7235714813388214,0
-1.7282980317793102,-1.1022707138018004,1.3248653777901995,-1.5182344085890669,-0.9321794816680132,0.9102251599444324,0
-1.728182561725408,-1.1317982503247384,1.2898311705864387,-1.517889360025753,-0.9657662393643048,-0.5314326206885668,0
-1.728067091671506,-1.1026283722613277,1.336234873188012,-1.5168419554402637,-0.931461586899748,0.7043598201266907,0
-1.727951621617604,-1.1067652409233169,1.4031492414633475,-1.5162407710392043,-0.9293378276828002,1.0156021599205,0
-1.727836151563702,-1.083581363918272,1.35000480915522,-1.516022672299035,-0.9105803661880828,-0.8062490954598562,0
-1.7277206815097998,-1.1104532459481982,1.3607437848789463,-1.51692879755551,-0.9371659015365952,0.163159782150027,0
-1.7276052114558975,-1.031895061072002,1.5179781972258688,-1.5159872009677369,-0.8408462569852677,2.386177951767071,0
-1.7274897414019956,-1.0349949560978424,1.556977491858445,-1.5158192317782864,-0.8402012197178219,0.5920004604787714,0
-1.7273742713480935,-1.0686287301034645,1.4389594842020352,-1.516103553819592,-0.8865765385818343,-1.7906834235965536,0
-1.7272588012941916,-1.0229940367998815,1.3247877413346925,-1.5166146169107169,-0.8508469500664481,-1.7323176703120602,0
-1.7271433312402893,-1.0395567014505969,1.3561096683576903,-1.5174087371454588,-0.8647508685386082,0.4754990315992764,0
-1.7270278611863874,-1.0588285840180744,1.2786282300808312,-1.5171917911054864,-0.8921220903442557,-1.1755548411516057,0
-1.726912391132485,-1.055402213947901,1.2688738640846424,-1.5176740994319666,-0.8895689662825006,-0.1478196725664148,0
-1.7267969210785832,-1.0468073955448087,1.2176589169894476,-1.5178812785352738,-0.8858082392515758,-0.7769698169702223,0
-1.7266814510246813,-1.0157920275591543,1.1970988566227858,-1.5169199792043673,-0.8562089077998206,-0.3117923905882162,0
-1.726565980970779,-1.034328619484413,1.1701150455435387,-1.5180100492607589,-0.8777758818821687,-0.4092706116190707,0
-1.726450510916877,-1.04571091925801,1.1660185198078072,-1.5178880777024455,-0.8897671324762677,-0.0619638808114033,0
-1.7263350408629747,-1.022238232462646,1.0525389122710511,-1.5176336375352626,-0.8771692653534882,-1.7218147532847847,0
-1.7262195708090728,-1.0068484926750303,1.0586115989135625,-1.5181067358389717,-0.8609842120483667,0.0923504405669058,0
-1.726104100755171,-1.035931452702146,1.0011356054021576,-1.5179207075990937,-0.8961083768649545,-0.8719790559258611,0
-1.7259886307012686,-1.056419652810173,1.009489264180514,-1.517977461475939,-0.9159735718358014,0.1269634129519512,0
-1.7258731606473667,-1.0346119758722752,1.0003553005539785,-1.5183239192589555,-0.8948535880001782,-0.138405278698618,0
-1.7257576905934644,-1.0472793734100383,0.974440169535153,-1.5189050449907435,-0.910186532755294,-0.3930537570426688,0
