Timestamp,Current_A,Voltage_V,Temperature_C,Power_W,Delta_V,Fault_Label
0.0,2.130764805251354,23.906444373710368,35.996751703209696,50.9390102902013,0.0,0
0.1,2.13612099643928,23.95125701007748,35.993355702342406,51.16278299034,0.04481263636711219,0
0.2,2.2041633077378684,23.931226610156788,36.013670153933674,52.74833160326768,-0.020030399920692332,0
0.30000000000000004,2.190434388504369,24.051396311763533,36.00037454278365,52.683005572833984,0.1201697016067449,0
0.4,2.1692156906193607,24.022518389577595,36.0012382675926,52.11002381886386,-0.028877922185937877,0
0.5,2.1228815467991953,24.075131362363344,35.99720510696076,51.10865210592771,0.052612972785748724,0
0.6000000000000001,2.1787345209076947,23.9588974110461,36.010014344765324,52.200076872332126,-0.11623395131724479,0
0.7000000000000001,2.1659117231913796,24.03159775230034,35.99745142499948,52.05031929872691,0.07270034125424019,0
0.8,2.1942040246965933,23.980556289559452,36.005153557794735,52.618233125014555,-0.051041462740887056,0
0.9,2.1723798120775064,24.004139939621624,36.01819388168542,52.14610901111739,0.023583650062171557,0
1.0,2.1950120309691816,23.949309206176967,36.02431792171875,52.56902184095942,-0.05483073344465694,0
1.1,2.187560974089151,24.010465989063942,36.02846253300789,52.52435836737115,0.061156782886975236,0
1.2000000000000002,2.143743040327662,24.069335344289915,36.01600154222047,51.59847012963411,0.0588693552259727,0
1.3,2.1454791715573975,23.970876763560696,36.00262515784185,51.42901682018867,-0.09845858072921843,0
1.4000000000000001,2.1586028180381,24.00761142153243,35.99050385662142,51.822897668883584,0.03673465797173492,0
1.5,2.1764751850183743,23.920592271668944,35.988954168808355,52.06257549022976,-0.08701914986348669,0
1.6,2.1731231921722034,23.957502508617484,35.98770984664986,52.0626043280004,0.036910236948539676,0
1.7000000000000002,2.171516297381803,24.073890558137094,35.98751968006134,52.27684568838061,0.11638804951961035,0
1.8,2.18982433644242,24.185680247468053,35.97880770343592,52.96239119932027,0.11178968933095845,0
1.9000000000000001,2.2202612677862335,24.058745156191343,35.98189531892571,53.416700021831296,-0.1269350912767102,0
2.0,2.2212563009180752,23.97532283624957,35.97945101122108,53.25533691656438,-0.0834223199417714,0
2.1,2.2204312374603394,24.02958199883539,35.97309588194791,53.356034493328764,0.05425916258581864,0
2.2,2.209928766318118,24.039312761992274,35.992384136081085,53.125168795244974,0.009730763156884592,0
2.3000000000000003,2.1810895206554455,24.059627231885575,35.97910534267132,52.47620082634201,0.020314469893300213,0
